GeoFIPS,GeoName,Region,ComponentId,ComponentName,Line,Description,2012,2013,2014,2015,2016
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,36529,37223,38684,40168,41772
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11537,11748,12005,12259,12564
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3827,3933,4055,4275,4431
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1231,1265,1326,1422,1440
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,825,857,878,931,991
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1082,1098,1104,1137,1177
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,689,713,747,785,822
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,7710,7815,7951,7984,8133
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2459,2467,2503,2536,2567
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1195,1219,1261,1296,1329
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1100,1054,1007,763,678
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2956,3074,3180,3389,3559
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,24992,25475,26679,27909,29209
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),23507,23992,25124,26295,27442
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,6465,6585,6912,7130,7405
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5931,6009,6282,6583,6887
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1160,1195,1304,1374,1450
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1441,1462,1528,1603,1668
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2203,2247,2337,2537,2657
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2583,2717,2885,3054,3174
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,3723,3778,3877,4014,4202
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1485,1483,1555,1613,1766
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,4886,4974,5197,5420,5726
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,3400,3491,3642,3806,3960
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,32114,32611,33601,34499,35633
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11402,11499,11613,11566,11730
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3368,3452,3548,3709,3816
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1158,1186,1253,1326,1364
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,780,794,812,858,896
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,958,982,987,1015,1036
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,473,489,497,511,520
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8034,8047,8065,7857,7914
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2528,2547,2540,2566,2592
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,926,929,945,966,996
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1609,1581,1477,1115,1000
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2970,2991,3103,3210,3327
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,20712,21111,21988,22933,23902
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),19771,20141,21001,21891,22772
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5096,5177,5313,5426,5550
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5956,6043,6304,6662,7064
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,881,910,966,996,1041
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1274,1306,1325,1348,1397
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1889,1911,1973,2108,2174
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2184,2299,2483,2630,2733
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2491,2495,2637,2720,2813
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),941,970,986,1042,1130
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,3403,3478,3513,3689,3925
18000,Indiana,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2461,2508,2526,2647,2795
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,33496,34122,35243,36054,37005
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,12385,12553,12892,12799,13011
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3958,4077,4220,4348,4419
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1465,1517,1588,1690,1705
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,806,825,839,846,875
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1131,1165,1204,1218,1233
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,557,571,590,594,607
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8428,8475,8672,8450,8591
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2673,2683,2775,2832,2915
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,905,910,925,934,954
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1968,1950,1884,1508,1369
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2883,2932,3088,3177,3353
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,21111,21569,22351,23255,23994
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),19981,20413,21180,22021,22691
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5077,5217,5350,5471,5656
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5712,5738,5997,6295,6520
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,831,855,910,927,949
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1255,1281,1309,1361,1448
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1772,1819,1887,1981,2056
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2496,2630,2719,2869,2928
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2837,2873,3008,3117,3134
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1130,1156,1171,1234,1304
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,3623,3689,3730,3890,4040
19000,Iowa,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2494,2533,2558,2656,2736
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,32275,32926,34101,35004,35984
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11464,11714,11970,12007,12232
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3707,3798,3926,4099,4242
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1346,1397,1449,1507,1521
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,907,916,975,1026,1090
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,938,954,959,999,1054
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,517,532,543,567,577
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,7757,7915,8044,7907,7990
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2788,2784,2811,2838,2876
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,924,930,946,961,982
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1355,1378,1342,1053,947
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2690,2824,2945,3056,3186
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,20811,21212,22130,22997,23751
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),20031,20434,21344,22188,22871
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5302,5424,5573,5727,5927
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5809,5793,6008,6300,6428
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,820,831,867,886,924
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1054,1099,1148,1194,1254
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1813,1846,1929,2048,2099
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2506,2657,2843,2954,3048
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2727,2784,2975,3080,3191
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),780,778,787,809,881
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,3379,3429,3540,3713,3926
20000,Kansas,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2599,2651,2753,2904,3045
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,30099,30485,31161,32172,33288
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11327,11351,11398,11434,11693
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3143,3195,3307,3542,3671
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1154,1178,1225,1347,1354
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,701,708,726,754,791
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,839,850,878,932,994
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,449,459,478,508,533
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8184,8156,8091,7893,8022
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2832,2843,2837,2883,2975
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,819,819,840,864,897
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1550,1496,1395,1042,917
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2983,2998,3019,3104,3233
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,18772,19134,19763,20738,21595
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),17933,18246,18867,19781,20575
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,4614,4750,4900,5066,5311
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5539,5523,5713,6080,6371
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,588,590,614,636,652
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1081,1090,1120,1138,1162
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1862,1918,1979,2106,2200
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2065,2167,2269,2415,2477
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2185,2208,2272,2338,2402
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),839,888,896,957,1020
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,3097,3190,3223,3446,3611
21000,Kentucky,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2258,2302,2327,2489,2591
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,30754,31593,32568,33418,34181
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11476,11627,11708,11649,11702
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3828,3944,4041,4166,4201
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1507,1588,1650,1684,1665
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,850,863,873,906,923
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,920,933,945,974,989
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,550,560,572,602,624
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,7648,7683,7667,7483,7500
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2604,2606,2640,2679,2700
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1015,1036,1066,1089,1101
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1576,1530,1417,1053,943
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2454,2510,2544,2662,2756
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,19278,19967,20860,21769,22480
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),18688,19369,20248,21125,21769
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,4868,5105,5323,5444,5615
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5404,5548,5817,6175,6424
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,676,716,740,742,761
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1036,1095,1158,1191,1246
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2215,2278,2406,2547,2571
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2354,2480,2580,2712,2759
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2134,2146,2223,2314,2394
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),590,598,613,644,711
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,2330,2375,2573,2734,2884
22000,Louisiana,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,1740,1777,1960,2090,2173
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,38783,39506,40753,41755,43021
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,14127,14302,14812,14713,14915
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,4102,4228,4409,4592,4713
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1410,1448,1546,1647,1685
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,887,918,950,979,1009
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1142,1165,1173,1212,1232
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,663,696,740,754,787
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,10025,10075,10403,10121,10202
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,3552,3590,3742,3789,3841
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,954,976,1001,1013,1023
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,2297,2211,2181,1674,1452
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3222,3299,3479,3644,3886
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,24656,25204,25941,27043,28105
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),23007,23535,24255,25288,26261
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,6014,6156,6226,6375,6491
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6943,7055,7236,7598,7812
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,781,813,872,913,978
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1382,1434,1441,1473,1567
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2201,2286,2414,2564,2709
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2279,2378,2530,2682,2785
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,3407,3412,3536,3681,3919
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1649,1669,1686,1754,1845
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,4427,4499,4610,4811,4913
23000,Maine,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2778,2830,2924,3057,3069
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,39947,40617,41890,43235,44748
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,12375,12522,12680,12810,13083
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,4197,4281,4352,4533,4660
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1437,1458,1513,1576,1616
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,964,970,973,1020,1056
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1113,1138,1140,1190,1220
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,683,715,726,747,768
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8178,8241,8327,8277,8423
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2688,2688,2740,2740,2751
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1210,1212,1234,1254,1263
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1192,1177,1111,845,754
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3088,3164,3243,3438,3655
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,27571,28095,29210,30425,31665
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),26538,27044,28121,29291,30416
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,8529,8797,9105,9398,9738
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6295,6325,6563,6940,7191
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1077,1117,1161,1206,1247
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1463,1469,1492,1504,1556
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2286,2340,2430,2582,2687
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2966,3058,3201,3385,3513
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,3922,3939,4168,4276,4485
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1033,1051,1089,1134,1249
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,4950,5031,5140,5362,5571
24000,Maryland,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,3918,3980,4051,4228,4322
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,45437,46314,48053,49991,51981
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,13875,14064,14498,14721,15119
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,4703,4819,4972,5212,5400
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1265,1330,1405,1505,1510
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,1003,1035,1070,1126,1180
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1604,1608,1629,1681,1759
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,831,847,867,900,950
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,9171,9245,9527,9510,9719
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,3218,3225,3329,3364,3446
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1341,1361,1384,1415,1459
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1251,1240,1210,932,836
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3361,3418,3603,3799,3979
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,31562,32250,33554,35269,36862
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),29997,30603,31866,33494,34976
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,8232,8361,8673,9074,9344
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,8359,8486,8621,8964,9353
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1319,1384,1493,1565,1643
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1800,1854,1931,2040,2137
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2730,2821,2961,3155,3335
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,3123,3212,3439,3684,3847
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,4434,4485,4748,5012,5317
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1565,1647,1689,1775,1886
25000,Massachusetts,1,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,5368,5528,5767,5970,6229
