GeoFIPS,GeoName,Region,ComponentName,Line,Description,2014,2015,2016
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,1434,1555,1637
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,1885,2026,2117
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,801,854,897
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,13443,13630,14143
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,4581,4728,4937
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,1370,1412,1485
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,2473,1901,1688
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,5021,5589,6033
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,31536,33271,35183
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),31155,32906,34765
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,8968,9264,9585
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,8516,9162,9877
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,1322,1392,1457
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,1797,1895,2028
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,3008,3249,3517
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,3748,4006,4151
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,3796,3939,4150
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),381,365,419
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,4968,5357,5810
16000,Idaho,7,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,4587,4992,5392
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,497767,515714,534750
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,154480,157393,160832
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,52172,54890,56717
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,17062,18255,18436
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,11300,11954,12687
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,14204,14598,15068
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,9606,10084,10526
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,102308,102503,104115
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,32209,32558,32857
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,16226,16638,17014
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,12952,9796,8678
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,40921,43511,45566
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,343288,358320,373917
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),323282,337605,351305
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,88937,91538,94794
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,80830,84519,88163
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,16774,17645,18556
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,19662,20582,21358
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,30066,32578,34014
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,37125,39210,40632
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,49889,51532,53787
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),20005,20715,22612
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,66868,69586,73302
17000,Illinois,3,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,46863,48870,50689
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,221606,228136,236353
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,76593,76485,77808
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,23401,24528,25315
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,8265,8771,9046
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,5353,5671,5946
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,6510,6709,6871
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,3275,3378,3451
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,53192,51957,52494
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,16753,16969,17192
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,6235,6386,6605
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,9738,7374,6631
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,20466,21228,22066
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,145013,151651,158545
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),138508,144759,151050
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,35039,35884,36815
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,41577,44057,46854
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,6373,6587,6906
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,8736,8915,9267
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,13012,13939,14421
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,16375,17393,18129
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,17395,17984,18659
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),6505,6891,7495
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,23168,24396,26033
18000,Indiana,3,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,16663,17504,18538
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,109535,112560,115999
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,40068,39957,40784
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,13116,13575,13853
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,4934,5277,5344
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,2607,2640,2742
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,3741,3803,3866
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,1833,1855,1902
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,26952,26382,26931
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,8626,8840,9138
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,2874,2915,2990
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,5854,4709,4293
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,9598,9918,10511
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,69468,72603,75215
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),65827,68751,71129
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,16629,17080,17730
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,18638,19654,20437
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,2827,2894,2973
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,4067,4250,4540
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,5866,6186,6446
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,8450,8958,9180
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,9349,9730,9823
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),3641,3852,4086
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,11592,12144,12663
19000,Iowa,4,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,7951,8291,8577
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,98871,101748,104615
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,34707,34901,35563
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,11384,11916,12334
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,4203,4381,4423
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,2827,2983,3169
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,2780,2905,3063
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,1575,1648,1678
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,23322,22985,23229
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,8151,8248,8361
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,2742,2794,2855
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,3891,3061,2752
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,8539,8882,9261
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,64164,66847,69052
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),61883,64496,66493
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,16159,16646,17230
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,17420,18311,18688
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,2514,2577,2686
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,3329,3471,3647
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,5593,5952,6103
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,8242,8586,8860
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,8626,8953,9278
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),2282,2351,2560
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,10263,10792,11414
20000,Kansas,4,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,7982,8440,8854
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,137514,142347,147697
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,50300,50592,51882
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,14594,15670,16289
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,5407,5961,6006
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,3203,3336,3508
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,3876,4125,4410
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,2109,2248,2366
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,35705,34922,35593
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,12518,12754,13202
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,3706,3823,3980
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,6157,4610,4067
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,13324,13735,14344
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,87214,91755,95815
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),83261,87521,91289
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,21625,22414,23563
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,25212,26903,28266
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,2710,2816,2894
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,4942,5037,5157
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,8733,9319,9763
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,10015,10687,10989
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,10025,10346,10658
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),3953,4234,4526
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,14222,15247,16020
21000,Kentucky,5,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,10269,11012,11494
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,151372,156028,160025
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,54415,54388,54783
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,18780,19450,19668
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,7670,7861,7797
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,4059,4229,4320
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,4391,4548,4632
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,2660,2811,2920
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,35635,34938,35114
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,12270,12509,12642
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,4956,5085,5155
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,6587,4914,4413
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,11822,12430,12904
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,96957,101639,105242
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),94109,98632,101914
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,24742,25416,26286
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,27039,28832,30075
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,3441,3464,3563
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,5381,5562,5832
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,11181,11893,12034
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,11992,12661,12917
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,10333,10805,11207
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),2848,3007,3328
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,11960,12765,13501
22000,Louisiana,5,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,9112,9758,10172
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,54231,55512,57281
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,19710,19560,19859
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,5867,6105,6276
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,2057,2190,2244
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,1264,1302,1344
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,1562,1611,1640
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,985,1002,1048
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,13843,13455,13584
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,4979,5037,5114
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,1332,1347,1362
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,2903,2226,1934
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,4629,4845,5174
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,34520,35952,37422
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),32277,33620,34966
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,8286,8476,8643
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,9629,10101,10402
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,1160,1214,1303
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,1918,1959,2086
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,3212,3409,3607
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,3366,3566,3708
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,4706,4894,5218
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),2244,2332,2456
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,6135,6396,6542
23000,Maine,1,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,3891,4064,4086
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,249971,259192,269223
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,75665,76795,78711
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,25973,27174,28034
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,9031,9449,9725
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,5806,6116,6351
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,6801,7133,7339
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,4335,4476,4618
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,49692,49621,50677
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,16349,16429,16553
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,7361,7517,7599
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,6631,5063,4537
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,19351,20612,21988
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,174306,182397,190512
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),167805,175599,182998
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,54333,56340,58588
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,39163,41603,43263
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,6931,7229,7502
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,8903,9018,9362
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,14503,15480,16167
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,19099,20294,21134
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,24874,25635,26983
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),6500,6798,7514
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,30673,32145,33519
24000,Maryland,2,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,24173,25347,26005
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,324352,339150,354085
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,97863,99873,102989
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,33558,35357,36782
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,9485,10208,10286
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,7225,7640,8041
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,10992,11403,11983
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,5855,6107,6472
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,64305,64516,66207
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,22473,22819,23471
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,9344,9599,9936
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,8168,6325,5692
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,24321,25773,27107
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,226490,239276,251096
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),215090,227235,238246
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,58543,61563,63650
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,58193,60811,63709
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,10075,10619,11191
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,13036,13842,14554
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,19983,21402,22716
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,23212,24996,26207
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,32048,34001,36219
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),11400,12042,12850
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,38926,40499,42429
25000,Massachusetts,1,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,27526,28457,29579
26000,Michigan,3,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,361950,375418,390497
26000,Michigan,3,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,124641,127313,131552
26000,Michigan,3,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,35079,36992,38340
