"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"22000","Louisiana","5","SA35","2120","...","      Excluding Social Security benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2635,3220,3483,3624,4871,5082,5801,6296,6868,7813,8421,9647,11270,11969,12835,13336,13651,14439,15278,16818,19185,20708,23779,27950,30461,36687,40564,48030,52499,55489,60318,66876,74404,83177,90924,93686,95474,102579,108990,113541,123123,130115,137962,145489,154381,161372,167422,167276,170877,171304,159911,148484,149511,154507,167542,171097,177931,193748,193558,201073,206398,213889,250427,277517,293817,303611,316066,322662
"22000","Louisiana","5","SA35","2121","...","        Railroad retirement and disability benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2477,3021,3223,3373,4556,4714,5436,5922,6455,7379,7937,9167,10820,11515,12337,12810,13134,13910,14687,16139,18446,19849,22712,26633,28856,34475,37714,44103,47773,50618,53109,57292,64422,71779,77993,81130,81434,83787,86622,89200,92925,97263,101655,105562,108338,110164,112178,113575,114185,115488,116627,116114,116666,118880,123493,125847,127789,129604,132506,137112,140674,148532,150502,152875,159078,162908,166649,170100
"22000","Louisiana","5","SA35","2122","...","        Workers' compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",117,118,174,205,267,306,317,326,369,396,443,439,405,410,452,478,495,506,566,655,719,840,1031,1240,1432,1795,2473,3532,4273,4421,6651,8640,9038,10474,11929,11399,12858,17525,20765,22388,27259,30931,34088,37882,43290,48012,52292,50727,53041,52944,40135,27423,30377,33610,38971,37922,39870,45844,43579,48206,51511,52629,86500,111374,121833,131317,133463,132140
"22000","Louisiana","5","SA35","2123","...","        Other government retirement and disability insurance benefits 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(L)",81,86,"(L)","(L)",62,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)",77,173,417,377,395,453,450,558,944,944,924,1002,1157,1182,1267,1603,1953,2939,1921,2219,2045,2753,3196,2952,2974,3651,2872,3149,4947,2468,2017,5078,7328,10272,18300,17473,15755,14213,12728,13425,13268,12906,9386,15954,20422
"22000","Louisiana","5","SA35","2200","...","    Medical benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",666,898,1042,1298,1552,1710,2604,3619,4025,11743,21135,24381,28701,31272,38250,82791,111320,130319,144094,161746,180404,229119,278337,366392,431764,495568,603645,726054,917619,980569,1254400,1426043,1571469,1778238,1989843,2202418,2492142,2893489,3502580,4479030,5332100,6423672,7777253,7459979,7375846,7527812,7367009,7433009,7411461,9201079,9524782,9345231,11175724,10969682,11894533,12922134,13932687,15066946,15422422,15608579,16434054,17254352,16626596,19433006
"22000","Louisiana","5","SA35","2210","...","      Medicare benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",9878,46049,60228,73392,85091,92955,100786,124486,145418,182018,217868,264731,319894,378441,474819,576065,662464,748023,840526,968953,1115075,1283437,1436557,1667359,1928557,2157783,2457207,2745305,3249606,3636330,3988526,4188944,4040050,3980024,4095654,4329845,4591421,4817582,5514214,5877398,6652580,7149517,7643406,8170847,8473618,8821724,9186924,9417946,9795798,10208289
"22000","Louisiana","5","SA35","2220","...","      Public assistance medical care benefits 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",666,898,1042,1298,1552,1710,2604,3619,4025,11743,21135,24381,28701,31272,28372,33548,46512,51056,51984,60650,70448,94491,122239,172895,203811,219716,270926,333024,426579,385234,566881,647775,697567,771806,830212,869412,995815,1163619,1503373,2246319,2799496,3614825,4473826,3769471,3327561,3279341,3264404,3385925,3241938,4784606,4836927,4400486,5517106,4929432,5066955,5588016,6091980,6676567,6712303,6539149,6991220,7621144,6607693,8996892
"22000","Louisiana","5","SA35","2221","...","        Medicaid 3/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",51286,59922,69724,93669,121402,171778,203303,219111,270116,332170,424388,383813,565271,645969,695566,769711,827579,866235,993058,1163619,1503373,2246319,2799496,3614825,4473826,3769471,3327561,3269546,3262796,3385803,3241931,4784576,4836927,4396018,5508312,4920464,5057384,5576980,6078341,6641527,6680649,6508041,6962065,7594236,6580407,8941342
"22000","Louisiana","5","SA35","2222","...","        Other medical care benefits 4/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",698,728,724,822,837,1117,508,605,810,854,2191,1421,1610,1806,2001,2095,2633,3177,2757,0,0,0,0,0,0,0,0,9795,1608,122,"(L)","(L)",0,4468,8794,8968,9571,11036,13639,35040,31654,31108,29155,26908,27286,55550
"22000","Louisiana","5","SA35","2230","...","      Military medical insurance benefits 5/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",3194,4580,5871,7019,8141,9170,10142,10680,11479,10085,11121,12825,14589,16221,19270,25055,30245,33376,37479,44556,49569,59770,62511,70650,74928,75397,63542,53821,54178,59759,59527,62555,67060,73869,86628,96434,127163,144404,162852,174998,184601,197301,219532,236501,247706,255910,215262,223105,227825
"22000","Louisiana","5","SA35","2300","...","    Income maintenance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",51237,95707,98741,91561,100623,100393,98306,100911,117317,132293,137088,142620,150940,149339,148341,157615,160103,162624,165864,173689,177675,186381,253918,280815,296646,315171,389072,429337,471146,464809,469429,557735,687197,738280,723708,813532,886391,931405,1000157,1053030,1164667,1278849,1388084,1523199,1901637,1934479,1980100,2171755,2265984,2231516,2264964,2272990,2267611,2419411,2720985,2860557,3080357,4917139,3008778,3198422,3782975,3938724,4391127,4580638,4742354,4642104,4536426,4552117
"22000","Louisiana","5","SA35","2310","...","      Supplemental security income (SSI) benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",104567,108312,116606,115650,113914,120845,121500,120834,121159,125770,120788,116718,120678,122705,116816,111064,157415,173698,181555,186727,192285,201246,221624,240561,246281,254831,277112,287409,306361,313768,330116,349827,377241,427027,617490,681295,683604,711301,727732,725551,740476,727760,715615,741782,761382,769107,799158,771770,760600,824510,867139,947768,989429,1020305,1083723,1116117,1140155,1156504
"22000","Louisiana","5","SA35","2320","...","      Earned Income Tax Credit (EITC)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",30503,31822,29560,28074,50851,47721,45781,44642,47263,46892,60540,61050,115215,159740,176753,195536,288676,319364,384451,539595,688931,801264,829656,849987,871220,877088,934008,1039199,1074198,1115698,1049565,1134526,1165766,1179347,1386524,1387795,1406164,1451904,1490986,1495269
"22000","Louisiana","5","SA35","2330","...","      Supplemental Nutrition Assistance Program (SNAP)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",0,0,1308,1370,3585,4945,5863,6981,11809,68058,90094,102258,118725,146409,149533,143976,132114,135290,198737,249733,273608,251962,312641,345546,370714,396260,431637,465243,505893,561869,611477,681621,652564,640371,612301,587275,496809,468560,454852,438253,504528,614754,688969,788154,1293977,730017,761506,1130460,1124314,1312086,1403535,1572304,1429980,1265960,1286659
"22000","Louisiana","5","SA35","2340","...","      Other income maintenance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",32521,34308,34334,33689,34427,35462,37233,38205,39760,42056,49906,57854,65182,68016,77572,85382,85248,106106,115112,114146,112294,129678,164989,176390,179684,201418,216470,226390,236996,246575,254093,263389,272221,289159,313850,281256,271674,308558,262046,207892,226272,240391,242523,296013,410841,363282,418847,1735694,468596,477880,619610,687295,703088,769003,680163,644103,639325,613685
"22000","Louisiana","5","SA35","2341","...","        Family assistance 6/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",24876,26255,26294,25528,26261,27014,28225,29281,31249,33880,41187,48597,55461,57502,67714,75618,75317,96140,102559,97500,93923,106318,123865,131635,126848,135813,146717,155301,164200,174727,181725,183627,187066,188812,183512,175596,164008,149177,141227,77268,80208,92413,87629,99802,119197,105868,101237,80020,55942,56495,74079,75698,92908,151480,62938,79137,81936,82511
"22000","Louisiana","5","SA35","2342","...","        Excluding family assistance 7/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",7645,8053,8040,8161,8166,8448,9008,8924,8511,8176,8719,9257,9721,10514,9858,9764,9931,9966,12553,16646,18371,23360,41124,44755,52836,65605,69753,71089,72796,71848,72368,79762,85155,100347,130338,105660,107666,159381,120819,130624,146064,147978,154894,196211,291644,257414,317610,1655674,412654,421385,545531,611597,610180,617523,617225,564966,557389,531174
"22000","Louisiana","5","SA35","2400","...","    Unemployment insurance compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",15373,23476,20834,13665,14155,12577,24250,19637,13550,14494,35767,43316,44122,59293,41434,34658,28786,26347,21566,30326,32679,45962,62943,80257,81362,74843,84666,164702,174617,203974,156683,163336,236299,235736,508377,814097,507288,485452,670710,391567,238530,170560,133931,180528,304228,266138,162953,143668,145831,134046,146009,172643,179484,235583,396639,399663,320835,689327,321660,191654,270680,718351,862489,653232,482264,310373,211969,261840
"22000","Louisiana","5","SA35","2410","...","      State unemployment insurance compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6487,17859,19459,12982,13122,10378,19169,14926,10917,11760,31010,36740,37858,52695,36469,30478,25427,23320,19629,28530,29854,41559,56195,70252,69688,66428,76123,148704,156258,186182,126875,142796,216510,218468,496937,801172,498492,476932,654607,380772,229132,163339,126774,172911,286295,250898,153503,134567,140437,128513,139379,165375,173582,229539,388643,390327,311682,681299,314545,186658,263243,704179,849672,638621,472177,301814,206478,257577
"22000","Louisiana","5","SA35","2420","...","      Excluding state unemployment insurance compensation","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",8886,5617,1375,683,1033,2199,5081,4711,2633,2734,4757,6576,6264,6598,4965,4180,3359,3027,1937,1796,2825,4403,6748,10005,11674,8415,8543,15998,18359,17792,29808,20540,19789,17268,11440,12925,8796,8520,16103,10795,9398,7221,7157,7617,17933,15240,9450,9101,5394,5533,6630,7268,5902,6044,7996,9336,9153,8028,7115,4996,7437,14172,12817,14611,10087,8559,5491,4263
"22000","Louisiana","5","SA35","2421","...","        Unemployment compensation for Federal civilian employees (UCFE)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",443,157,224,664,1137,1216,1012,529,552,524,520,404,372,512,538,953,1542,2129,2499,1879,3404,3174,3464,2302,3032,2569,3580,5994,3991,2681,2714,3350,3297,2327,1770,1712,2285,4490,3708,2705,2149,1418,1344,1144,1032,1255,1701,2047,1933,1672,1577,1851,1049,1664,4208,3221,3293,2129,1001,702,402
"22000","Louisiana","5","SA35","2422","...","        Unemployment compensation for railroad employees","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",751,1264,853,629,849,1287,3479,2695,1545,1808,2824,3137,3093,3346,2784,1935,1465,1534,918,602,1074,1726,1312,1187,663,512,568,1438,2343,1515,1436,1077,1372,1653,2996,4162,2066,2037,2132,2173,1345,1212,1050,932,858,762,667,657,710,947,1010,966,1151,1441,1368,1695,1415,1424,1499,1408,1424,2994,1868,1583,1257,1247,1595,1681
"22000","Louisiana","5","SA35","2423","...","        Unemployment compensation for veterans (UCX)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",8135,4353,522,54,184,912,1602,1573,931,702,1269,2302,1955,2240,1652,1693,1370,973,615,822,1239,2139,4483,7138,7598,5274,6082,11150,11923,12403,8980,8517,8165,5720,2062,4544,3559,3234,3399,3212,2841,2030,2222,2840,11905,10121,5286,5768,2870,2426,2026,2275,2383,2360,3460,4035,5380,4572,3598,2027,2117,3461,3550,7730,3980,1765,1032,791
"22000","Louisiana","5","SA35","2424","...","        Other unemployment compensation 8/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",0,0,138,1284,130,"(L)","(L)",919,410,17090,7914,7683,6315,388,228,490,535,7222,2113,2885,2209,2173,1560,680,649,792,527,396,816,2450,2995,1113,542,1121,1673,686,455,167,512,2232,3509,4178,2005,2721,4546,2162,1389
"22000","Louisiana","5","SA35","2500","...","    Veterans' benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",94133,156373,154466,110959,87317,72620,73586,86882,80891,85188,87717,82033,81260,86749,83451,86316,85441,90343,90068,102905,108271,122959,138256,158425,176121,187889,207857,242912,245889,246035,252497,267635,276216,297299,299889,298743,298352,305769,308687,312449,323403,336797,340083,349495,365270,364357,367748,382636,397596,412635,431072,447270,455979,481315,533826,571581,618519,679540,673514,675419,726454,819979,887733,960952,1087364,1205527,1290026,1381149
"22000","Louisiana","5","SA35","2510","...","      Veterans' pension and disability benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",39665,37731,37872,37507,44681,45958,49489,52875,52078,54260,58210,60031,63091,67623,69814,72622,74997,80250,78551,86846,90156,100303,107163,117211,126553,129353,142419,155911,168093,181753,190999,209050,223687,244527,251320,255346,262199,269585,273489,277820,291172,301073,314677,320449,326862,329505,327176,337859,351173,366097,385567,400362,410486,436217,488125,520399,564214,624266,623569,627838,675479,749730,785491,843784,962112,1066175,1143225,1225910
"22000","Louisiana","5","SA35","2520","...","      Veterans' readjustment benefits 9/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",46749,60756,66404,56932,30055,14590,13774,17609,19148,17889,15749,12491,8275,5329,2998,1770,1211,831,1463,4507,6789,10528,18394,28061,36868,46296,53007,74987,65008,50407,45933,39493,32596,30321,28047,21537,16190,14971,12843,11157,8455,6547,4052,6137,12085,14469,16483,20962,21625,22683,22262,24614,24600,24446,24683,30577,33558,34217,30136,29284,32760,50980,83557,100350,108156,122803,130530,139458
"22000","Louisiana","5","SA35","2530","...","      Veterans' life insurance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",4938,6140,47538,14989,11415,10571,9998,8860,8708,9287,8956,9009,9493,13337,10115,11449,8615,8674,9288,10417,10195,10859,11652,11957,11316,10533,10931,11317,11902,12438,14389,18001,18948,21337,19481,20819,19539,20694,21876,23048,23375,28811,20989,22493,25731,19824,23607,23411,24428,23473,22865,21866,20440,20211,20562,20209,20459,20758,19321,17761,17482,18357,17481,15321,15675,15148,14840,14335
"22000","Louisiana","5","SA35","2540","...","      Other assistance to veterans 10/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2781,51746,2652,1531,1166,1501,325,7538,957,3752,4802,502,401,460,524,475,618,588,766,1135,1131,1269,1047,1196,1384,1707,1500,697,886,1437,1176,1091,985,1114,1041,1041,424,519,479,424,401,366,365,416,592,559,482,404,370,382,378,428,453,441,456,396,288,299,488,536,733,912,1204,1497,1421,1401,1431,1446
"22000","Louisiana","5","SA35","2600","...","    Education and training assistance 11/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",646,682,685,669,687,911,1018,1138,1256,1543,1653,1809,2400,2773,3145,3351,3916,5038,12724,18078,11812,12181,14117,14437,13728,13859,20110,32461,41811,51407,55137,63311,91672,102737,94982,107660,120977,139651,145777,172347,189121,213866,217355,221236,249246,258035,259102,273759,266757,294663,357370,415416,432012,564136,643660,586560,604416,606634,584015,614458,699580,829747,890348,817660,791119,912379,1065769,1076191
"22000","Louisiana","5","SA35","2700","...","    Other transfer receipts of individuals from governments 12/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(L)",30649,"(L)",391,231,406,404,144,344,340,240,225,1073,1283,1429,1914,2514,6063,9223,5751,4481,4371,4879,6160,5428,5801,9742,19428,7720,8619,15884,1599645,706865,14609,1387709,361798,1015587,958037,188208,154492,420626,723329
"22000","Louisiana","5","SA35","3000","...","  Current transfer receipts of nonprofit institutions","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",10208,12970,14755,14358,13201,10548,7012,7896,7832,8184,8117,10516,11596,11155,12738,15482,17384,20543,23984,29215,33964,41817,42374,47481,52112,54261,61657,71303,93689,100160,133650,141031,154645,155964,146021,161183,180203,183579,208009,201651,199259,203970,198260,211609,234955,262114,279768,288906,298157,303369,314312,357806,365951,402807,404880,428128,447958,524651,466656,460765,454113,486794,547973,530107,566066,572850,588579,586138
"22000","Louisiana","5","SA35","3100","...","    Receipts from the Federal government","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6618,9414,10773,9073,7125,2879,1729,1275,1813,2118,2247,3229,4244,3041,3502,5214,6142,8253,11674,17055,18785,21523,26627,30165,31828,29202,31867,31061,40022,37430,46006,51616,60273,61814,49451,51696,64792,57176,68032,67289,67303,71206,67084,77989,83348,96295,97438,98951,103557,97316,100385,108071,115590,130999,143936,161556,170981,170162,157826,158657,171644,186379,197071,205713,220304,220419,221717,210093
"22000","Louisiana","5","SA35","3200","...","    Receipts from state and local governments","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",378,378,378,378,378,540,1135,1112,431,343,309,310,327,433,432,431,433,433,436,435,613,1330,1469,1794,2140,4000,8294,18561,26797,29984,49401,47207,50488,47187,41930,41255,39659,43494,44878,45050,46131,48464,50858,53616,59241,61050,64925,67793,66816,70193,74315,78171,81474,92906,99840,98395,97158,98142,96065,95571,101307,109522,111632,107941,106181,109181,110909,112374
"22000","Louisiana","5","SA35","3300","...","    Receipts from businesses","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",3212,3178,3604,4907,5698,7129,4148,5509,5588,5723,5561,6977,7025,7681,8804,9837,10809,11857,11874,11725,14566,18964,14278,15522,18144,21059,21496,21681,26870,32746,38243,42208,43884,46963,54640,68232,75752,82909,95099,89312,85825,84300,80318,80004,92366,104769,117405,122162,127784,135860,139612,171564,168887,178902,161104,168177,179819,256347,212765,206537,181162,190893,239270,216453,239581,243250,255953,263671
"22000","Louisiana","5","SA35","4000","...","  Current transfer receipts of individuals from businesses 13/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1558,1584,3666,6264,6577,4279,3180,6426,10588,12674,11675,11151,10690,10808,11973,15503,19114,19865,17970,20086,25047,40913,38139,32857,37816,49615,63376,101769,94908,60370,80359,109523,116659,161792,178249,191301,292590,329781,326280,273459,275437,314907,294788,216228,180114,128764,101686,185925,245962,179595,278982,371622,503207,553943,372089,239949,80226,140857,96267,237123,351830,374380,578715,649623,409641,363979,410222,485535
"23000","Maine","1","SA35","1000","...","Personal current transfer receipts (thousands of dollars)",10176,9966,16630,12526,11973,10830,11518,20540,12518,17192,16498,17966,16441,16105,15626,19533,34274,62960,64137,56999,64358,76066,68256,70598,77534,88330,100132,103224,119686,141207,147550,151836,166700,172179,180665,183822,192369,210124,248331,278689,311791,370622,438450,490297,583531,703122,899099,977287,1040922,1116535,1261953,1475205,1680987,1842667,1992081,2101166,2222535,2306435,2359652,2506494,2700357,3013892,3470358,3832446,4041518,4229249,4461107,4772329,4993358,5140846,5291388,5621960,6055887,6458625,7029575,7489512,8154929,8355416,8959803,10341710,11222403,11334304,11825050,11770285,12015354,12335469,12833284
"23000","Maine","1","SA35","2000","...","  Current transfer receipts of individuals from governments","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",53613,61206,71174,61984,65285,73187,85029,94933,96874,112654,134585,140211,144485,159965,163564,170463,171620,180678,197953,233200,261792,288150,347984,416520,465637,554921,668490,851404,925478,996875,1058104,1194054,1403020,1597141,1758190,1900497,1977288,2087427,2164885,2230328,2373476,2551709,2870104,3345954,3712693,3929122,4120166,4326135,4617742,4856218,4972524,5084117,5373549,5780600,6234360,6836217,7336723,7962713,8181973,8747670,10099572,10967099,11062313,11522450,11495859,11748454,12050997,12529274
"23000","Maine","1","SA35","2100","...","    Retirement and disability insurance benefits","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6436,7473,10105,18039,21228,27722,33006,42240,47182,57754,64741,73791,79051,86987,96400,100097,103328,113695,123034,129508,146515,155936,184477,214961,238329,293396,337895,379860,424247,470834,514661,581063,666123,770529,864208,910624,943373,994498,1043326,1076742,1151498,1214970,1295380,1400136,1492096,1575739,1649913,1742096,1836179,1905811,1963754,2025413,2135855,2261147,2388577,2497106,2619034,2761950,2955355,3134385,3298150,3602361,3716362,3826590,4078148,4268279,4453475,4643514
